"Name","Description","URL","Layers","Folder","Enabled","Base","Transparent","Opacity","Format","Queryable","LegendURL","Tiled","Map"
"Sucos unsafe water sources","Timor Leste L3","http://rms.aidiq.com/geoserver/gwc/service/wms","ifrc:Sucos_unsafe_water_sources","TL","True","False","True",0.8,"image/png",True,"http://rms.aidiq.com:8080/geoserver/wms?VERSION=1.1.1&REQUEST=GetLegendGraphic&TRANSPARENT=TRUE&EXCEPTIONS=application/vnd.ogc.se_xml&LAYER=ifrc:Sucos_unsafe_water_sources&FORMAT=image/png",,
