Name,Region,Default,Zoom,Lat,Lon,L1,L2,L3,L4,MinLat,MaxLat,MinLon,MaxLon
TL,Timor-Leste,Timor-Leste,8,-8.88,125.92,District,SubDistrict,Suco,Village,-9.5,-8.4,124.04,127.3
